,loan_amnt,funded_amnt,funded_amnt_inv,term_mths,int_rate_pct,installment,grade,sub_grade,emp_title,emp_length_yrs,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,collections_12_mths_ex_med,policy_code,pub_rec_bankruptcies,actual_status,predicted_status
30513,12000,12000,11975.0,36,0.1099,392.83,2,9,27147,10,5,90000.0,1,23,0,10,6974,194,45,13.43,0,128,1,41,0,7,0,22853,0.587,18,0,0,14088.66582,14059.31,12000.0,2088.67,0.0,14,2339.84,36,0,1,0,2,2
11284,20000,20000,19975.0,36,0.1099,654.68,2,8,8754,10,5,60000.0,3,6,0,3,397,785,5,8.04,0,55,0,0,0,5,0,7116,0.505,18,0,0,23562.52324,23533.07,20000.0,3562.52,0.0,39,1354.51,11,0,1,0,2,2
30194,3000,3000,3000.0,36,0.1025,97.16,2,7,22630,1,5,60000.0,1,23,0,2,4175,764,5,15.64,0,16,0,0,0,6,0,14636,0.714,14,0,0,3497.711877,3497.71,3000.0,497.71,0.0,34,111.16,34,0,1,0,2,2
5213,8500,8500,8500.0,36,0.1242,284.03,2,9,22761,5,1,54000.0,2,3,0,5,8440,457,48,15.13,0,276,3,72,0,9,0,13728,0.44,29,0,0,10250.76,10250.76,8500.0,1735.76,15.00000002,36,42.07,1,0,1,0,2,2
35996,10000,10000,6221.146913,36,0.1051,325.08,2,7,15932,11,5,63000.0,1,39,0,3,3697,17,20,22.63,0,243,3,0,0,9,0,15655,0.443,31,0,0,11702.52901,7048.85,9999.99,1702.54,0.0,66,333.11,70,0,1,0,2,2
13630,9000,9000,9000.0,36,0.1599,316.37,4,17,26037,4,1,46113.6,1,8,0,3,10284,657,43,7.29,0,265,1,0,0,3,0,0,0.0,6,0,0,10144.23706,10144.24,9000.0,1144.24,0.0,8,2678.56,24,0,1,0,2,2
2021,8000,8000,8000.0,60,0.2167,219.46,6,28,7531,4,5,45000.0,3,1,0,10,2043,91,34,6.69,0,209,1,0,0,4,0,2975,0.726,5,0,0,13166.84237,13166.84,8000.0,5166.84,0.0,49,218.7,11,0,1,0,2,2
23230,4800,4800,4796.161738,60,0.0788,97.06,1,5,5323,3,1,40000.0,1,15,0,1,2410,714,44,21.14,0,211,1,0,0,6,0,44333,0.766,14,0,0,5407.566305,5402.07,4800.0,607.57,0.0,14,3173.27,33,0,1,0,2,2
20141,6525,6525,6525.0,60,0.1632,159.79,5,22,18064,10,1,325000.0,1,13,0,12,2099,71,31,6.4,0,34,1,0,0,15,0,29993,0.709,52,0,0,7599.360744,7599.36,6525.0,1074.36,0.0,40,5682.65,4,0,1,0,2,2
1690,15600,15600,15525.0,36,0.0603,474.8,1,1,2776,9,1,73000.0,1,1,0,3,13043,765,5,18.49,0,226,2,0,0,19,0,13543,0.131,42,0,0,16352.18237,16273.57,15600.0,752.18,0.0,5,11608.66,61,0,1,0,2,2
12281,3000,3000,3000.0,36,0.1199,99.63,2,10,19068,11,1,66000.0,1,7,0,3,4864,163,38,14.27,0,150,2,75,103,10,1,16350,0.723,30,0,0,543.99,543.99,226.12,148.88,15.0,66,156.0,1,0,1,1,1,1
7303,6000,6000,6000.0,36,0.0699,185.24,1,3,14325,5,1,59000.0,2,4,0,10,2545,169,38,22.45,0,60,1,0,0,6,0,12657,0.684,19,0,0,6668.460001,6668.46,6000.0,668.46,0.0,23,4.66,27,0,1,0,2,2
4300,5150,5150,5150.0,60,0.1864,132.58,5,21,2120,1,5,34992.0,2,2,0,3,1743,89,34,17.59,0,107,3,0,113,15,1,15187,0.873,21,0,0,7954.385693,7954.39,5150.0,2804.39,0.0,60,132.16,11,0,1,1,2,2
6966,35000,35000,33514.50485,60,0.1149,769.57,2,9,1119,5,1,66000.0,3,4,0,12,15866,796,5,15.05,0,281,0,0,0,9,0,0,0.044,31,0,0,18209.59,15800.13,10123.13,6577.32,38.47744383,7,602.15,1,0,1,0,1,1
35852,4500,4500,2877.618185,36,0.1083,146.97,2,8,18326,11,1,60000.0,1,38,0,2,13604,794,5,8.66,0,226,0,0,115,5,1,13103,0.535,32,0,0,5290.604757,3349.82,4500.0,790.6,0.0,65,156.01,65,0,1,1,2,2
4476,20000,20000,20000.0,60,0.1065,431.37,2,7,5667,5,5,40000.0,2,2,0,3,5055,801,5,22.38,0,187,0,0,0,6,0,20892,0.511,7,0,0,25881.86,25881.86,20000.0,5881.86,0.0,60,431.03,19,0,1,0,2,2
32914,6000,6000,6000.0,36,0.1148,197.82,2,7,9640,3,1,75000.0,1,28,0,8,13725,513,15,12.66,1,85,2,22,0,22,0,4027,0.072,33,0,0,7121.123544,7121.12,6000.0,1121.12,0.0,14,209.06,11,0,1,0,2,2
27345,15000,15000,14875.61584,60,0.1595,364.38,4,19,23166,2,5,56000.0,3,19,0,3,4864,301,10,7.93,0,91,0,0,0,9,0,8246,0.699,13,0,0,21498.89991,21302.75,14999.99,6498.91,0.0,2,1059.13,20,0,1,0,2,2
9147,11000,11000,11000.0,36,0.1349,373.24,3,12,6963,6,5,29000.0,1,5,0,3,4316,246,28,13.94,0,102,1,0,0,14,0,11689,0.373,16,0,0,13436.41779,13436.42,11000.0,2436.42,0.0,22,410.9,19,0,1,0,2,2
19391,14000,14000,13975.0,60,0.1306,318.98,3,12,5429,11,1,80004.0,3,12,0,3,426,315,10,13.86,0,219,0,75,0,7,0,5797,0.381,16,0,0,2551.84,2547.33,1375.64,1159.32,0.0,67,318.98,11,0,1,0,1,1
31047,8000,8000,8000.0,36,0.1426,274.45,3,15,17715,6,5,53000.0,1,24,0,10,4,300,10,22.46,0,14,3,37,0,7,0,3527,0.84,19,0,0,9880.710745,9880.71,8000.0,1880.71,0.0,37,294.17,23,0,1,0,2,2
23519,13000,13000,12975.0,60,0.1149,285.84,2,9,24962,10,5,50004.0,3,15,0,10,4864,166,38,9.48,0,107,1,0,0,9,0,25725,0.503,23,0,0,14063.39176,14036.35,13000.0,1063.39,0.0,70,11793.16,61,0,1,0,2,2
19573,8000,8000,8000.0,36,0.138,272.65,3,14,16120,11,5,44000.0,1,12,0,3,6975,542,25,20.13,0,152,1,0,0,11,0,23860,0.53,40,0,0,9150.627527,9150.63,8000.0,1150.63,0.0,42,5337.94,43,0,1,0,2,2
27224,1600,1600,1600.0,60,0.1112,34.89,2,8,2240,11,5,71200.0,3,19,0,10,17949,184,21,14.8,0,414,1,0,0,5,0,30721,0.8,16,0,0,69.78,69.78,40.23,29.41,0.0,81,34.89,11,0,1,0,1,1
12409,11200,11200,11175.0,36,0.1199,371.95,2,10,325,2,5,87500.0,3,7,0,3,5419,657,43,19.01,0,159,0,0,0,10,0,17982,0.895,22,0,0,12857.00549,12828.31,11200.0,1657.01,0.0,32,6163.14,3,0,1,0,2,2
24476,2800,2800,2750.0,36,0.0788,87.59,1,5,26554,2,5,24000.0,2,16,0,9,13811,764,5,2.8,0,21,0,0,0,3,0,188,0.127,6,0,0,3153.396381,3097.09,2800.0,353.4,0.0,7,92.79,42,0,1,0,2,2
19797,7000,7000,6500.0,36,0.1223,233.27,3,11,9151,11,1,160000.0,2,12,0,3,3757,586,19,22.15,0,2,0,0,0,10,0,51367,0.975,21,0,0,7523.580016,6986.18,7000.0,523.58,0.0,68,5893.64,62,0,1,0,2,2
35110,3000,3000,2850.0,36,0.1316,101.32,3,13,25342,6,5,42000.0,3,34,0,13,12747,297,10,17.86,0,145,1,37,0,8,0,8817,0.6,22,0,0,3647.094486,3464.74,3000.0,647.09,0.0,51,105.07,24,0,1,0,2,2
18054,16000,16000,16000.0,36,0.1343,542.43,3,13,28954,1,1,100000.0,1,11,0,3,5055,290,10,21.9,0,24,1,0,0,23,0,14785,0.138,46,0,0,18852.54986,18852.55,16000.0,2852.55,0.0,1,4079.88,11,0,1,0,2,2
34925,2400,2400,2400.0,36,0.1316,81.05,3,13,17674,5,5,77700.0,1,34,0,4,11709,195,45,19.1,0,110,2,55,57,21,1,5396,0.231,36,0,0,2571.376598,2571.38,2400.0,171.38,0.0,90,2086.11,33,0,1,0,2,2
10946,30000,22325,20938.85177,60,0.1399,519.35,3,13,27204,11,4,102000.0,3,6,0,3,13802,675,6,13.32,0,225,2,0,0,19,0,38553,0.219,47,0,0,31066.61998,28512.79,22325.0,8741.62,0.0,27,3541.07,25,0,1,0,2,2
36659,1200,1200,875.0,36,0.08,37.61,1,3,23985,5,5,14800.0,1,46,0,3,15033,89,34,2.43,0,40,3,0,0,8,0,1946,0.065,25,0,0,1285.472759,937.32,1200.0,85.47,0.0,93,155.59,11,0,1,0,2,2
29396,2000,2000,2000.0,36,0.1311,67.49,3,12,18623,3,5,23040.0,1,22,0,10,1317,175,8,15.0,0,333,1,0,0,4,0,468,0.936,9,0,0,2429.764758,2429.76,2000.0,429.76,0.0,1,72.05,59,0,1,0,2,2
33170,10000,10000,9771.42793,36,0.1114,328.04,2,6,2954,2,1,26004.0,1,29,0,2,14808,169,38,6.55,0,49,1,0,0,9,0,9027,0.376,20,0,0,11810.05336,11527.95,10000.0,1810.05,0.0,14,331.45,7,0,1,0,2,2
37309,5000,5000,675.0,36,0.0901,159.03,2,7,27689,1,5,73000.0,1,54,0,2,4316,194,45,9.96,0,223,0,0,0,21,0,23489,0.376,28,0,0,5725.016258,772.88,5000.0,725.02,0.0,82,160.02,83,0,1,0,2,2
2377,10000,10000,10000.0,36,0.1596,351.38,3,15,18598,7,5,61000.0,1,2,0,2,3989,300,10,5.57,0,131,1,0,0,7,0,11844,0.754,14,0,0,12649.35402,12649.35,10000.0,2649.35,0.0,17,366.57,6,0,1,0,2,2
4079,2500,2500,2500.0,36,0.1065,81.44,2,7,7865,2,5,24000.0,1,3,0,12,49,612,36,20.6,0,96,2,0,0,6,0,2234,0.196,9,0,0,2789.491879,2789.49,2500.0,289.49,0.0,34,1572.15,36,0,1,0,2,2
32148,7600,7600,7500.0,36,0.0859,240.24,1,4,24934,5,4,75000.0,1,27,0,7,6118,267,40,10.5,0,463,0,67,0,13,0,12952,0.272,43,0,0,8648.671883,8534.87,7600.0,1048.67,0.0,5,244.17,60,0,1,0,2,2
21478,7050,7050,7050.0,36,0.1223,234.94,3,11,3249,2,5,25200.0,1,14,0,2,2652,534,25,11.43,0,162,0,0,0,4,0,8858,0.82,10,0,0,8458.562679,8458.56,7050.0,1408.56,0.0,38,255.6,39,0,1,0,2,2
8134,6000,6000,6000.0,36,0.0749,186.61,1,4,9694,6,5,56000.0,2,5,0,10,12260,86,34,10.03,0,84,2,0,0,19,0,4757,0.14,28,0,0,6177.908675,6177.91,6000.0,177.91,0.0,40,5433.04,39,0,1,0,2,2
17166,10000,10000,9950.0,36,0.0579,303.27,1,2,679,3,1,68000.0,3,10,0,5,8388,66,31,0.0,0,113,0,0,0,6,0,0,0.0,12,0,0,10917.67176,10863.08,10000.0,917.67,0.0,21,361.74,4,0,1,0,2,2
25627,25000,25000,24600.0,60,0.1186,554.35,2,10,19220,11,1,102000.0,3,17,0,3,3697,92,34,10.82,0,303,0,0,0,15,0,10632,0.19,30,0,0,30283.64,29798.68,21738.15,8114.68,0.0,36,554.35,1,0,1,0,1,2
31230,7000,7000,6975.0,36,0.1287,235.44,3,11,2378,1,4,102000.0,3,25,0,10,15931,26,30,18.69,0,302,3,35,0,17,0,22845,0.694,38,0,0,8476.121587,8445.85,7000.0,1476.12,0.0,37,242.96,11,0,1,0,2,2
5325,12500,12500,12500.0,60,0.1864,321.79,5,21,21606,11,1,80000.0,1,3,0,3,3697,454,48,16.77,0,298,3,71,0,11,0,31682,0.758,34,0,0,17671.3026,17671.3,12500.0,5171.3,0.0,25,7382.01,11,0,1,0,2,2
32487,9000,9000,8950.0,36,0.0774,280.97,1,3,7325,3,1,119000.0,1,27,0,10,11382,272,11,8.47,0,171,0,0,0,11,0,2525,0.073,38,0,0,9848.763437,9794.04,9000.0,848.77,0.0,72,4794.55,73,0,1,0,2,2
4906,5000,5000,5000.0,36,0.1171,165.38,2,8,10270,3,5,21120.0,1,3,0,3,12926,309,10,19.15,0,99,0,0,0,6,0,2073,0.768,10,0,0,1728.25,1728.25,1087.82,397.64,14.98004396,8,345.76,1,0,1,0,1,1
28705,11000,11000,11000.0,36,0.1607,387.14,4,20,6106,10,5,45000.0,1,21,0,2,15116,782,5,6.24,0,70,0,41,0,2,0,6726,0.8848,4,0,0,13937.02753,13937.03,11000.0,2937.03,0.0,10,429.22,44,0,1,0,2,2
29159,9600,9600,9570.846531,36,0.1273,322.24,3,11,11489,2,5,45000.0,1,21,0,10,13525,169,38,13.76,0,207,2,0,0,4,0,2624,0.795,6,0,0,11163.59267,11123.39,9600.0,1563.59,0.0,65,5063.91,1,0,1,0,2,2
20123,9050,9050,9050.0,60,0.1372,209.27,3,15,23535,10,5,71000.0,1,13,0,3,14009,309,10,24.05,0,74,0,0,0,10,0,27330,0.781,21,0,0,12570.23,12570.23,9050.0,3505.23,15.0,56,417.57,11,0,1,0,2,2
25715,16800,16800,16586.17,60,0.1595,408.1,4,19,22902,5,5,74004.0,3,18,0,3,5296,153,38,24.52,1,150,0,15,0,12,0,15556,0.843,38,0,0,4748.69,4470.91,1959.08,2114.72,0.0,71,408.1,25,0,1,0,1,1
32232,14000,14000,13950.0,36,0.1114,459.25,2,6,27582,3,5,42900.0,1,27,0,2,9894,618,36,14.21,0,84,0,0,0,5,0,14447,0.688,18,0,0,16533.72044,16474.67,13999.99,2533.73,0.0,5,461.65,24,0,1,0,2,2
32064,5000,5000,5000.0,36,0.0774,156.1,1,3,24031,2,1,80000.0,1,26,0,5,800,715,4,0.54,0,197,0,0,0,11,0,429,0.006,35,0,0,5543.37862,5543.38,5000.0,543.38,0.0,66,1955.75,4,0,1,0,2,2
34571,10000,10000,9575.0,36,0.0932,319.47,1,4,8333,8,1,165996.0,3,33,0,5,1515,364,18,15.02,0,480,1,0,0,15,0,56153,0.443,43,0,0,11500.78786,11012.0,10000.0,1500.79,0.0,52,362.32,11,0,1,0,2,2
28090,25000,19650,19125.0,36,0.1025,636.36,2,7,27011,4,1,147000.0,2,20,0,3,3007,650,43,12.0,0,296,1,0,0,12,0,25691,0.244,35,0,0,22877.34226,22266.12,19650.0,3227.34,0.0,34,2548.53,4,0,1,0,2,2
25665,15000,15000,14434.72765,60,0.1186,332.61,2,10,21321,3,1,66000.0,2,17,0,8,1364,662,43,8.07,0,219,1,0,0,17,0,21605,0.435,41,0,0,19251.49013,18442.88,15000.0,4251.49,0.0,19,6644.65,38,0,1,0,2,2
4697,12000,12000,11950.0,60,0.089,248.52,1,5,11008,4,1,50000.0,1,3,0,2,12409,98,34,8.98,0,85,0,0,0,8,0,8864,0.227,19,0,0,14911.06998,14848.94,12000.0,2911.07,0.0,60,248.39,11,0,1,0,2,2
2420,10000,10000,10000.0,36,0.1065,325.74,2,7,20983,11,1,48000.0,1,2,0,3,5055,43,7,9.47,0,134,1,0,0,9,0,10092,0.696,12,0,0,11353.72612,11353.73,10000.0,1353.73,0.0,18,5171.41,20,0,1,0,2,2
22744,16000,16000,14538.8,60,0.0691,316.15,1,5,12874,5,1,100000.0,2,15,0,3,2943,763,5,3.02,0,65,0,0,0,6,0,12169,0.291,8,0,0,16782.12887,15200.7,16000.0,782.13,0.0,69,14255.44,62,0,1,0,2,2
6763,14400,14400,14100.0,36,0.1171,476.3,2,8,1957,8,1,88000.0,1,4,0,2,3989,626,43,17.5,0,102,0,0,0,9,0,13361,0.703,13,0,0,16401.77914,16060.08,14400.0,2001.78,0.0,1,8317.97,51,0,1,0,2,2
27394,10000,10000,9273.640688,36,0.0751,311.11,1,4,17808,3,5,40000.0,2,19,0,3,13802,6,20,3.54,0,3,0,0,0,5,0,5503,0.211,22,0,0,10809.12622,9998.62,10000.0,809.13,0.0,67,6155.63,70,0,1,0,2,2
25132,11500,11500,11425.0,60,0.1398,267.47,3,13,27993,3,1,30000.0,3,17,0,3,16921,636,43,22.0,0,54,0,0,0,5,0,6877,0.716,8,0,0,13761.17902,13671.43,11500.0,2261.18,0.0,51,8955.26,11,0,1,0,2,2
29420,15200,15200,14975.0,36,0.1025,492.25,2,7,10389,2,5,50000.0,1,21,0,3,1455,756,5,10.1,0,60,2,0,0,6,0,14652,0.541,17,0,0,17700.40179,17438.39,15200.0,2500.4,0.0,34,919.51,3,0,1,0,2,2
27793,10500,10500,10395.58656,60,0.1496,249.58,4,17,17729,4,5,48000.0,3,20,0,3,7558,766,5,22.52,0,113,0,0,0,8,0,12312,0.631,12,0,0,14668.26354,14465.26,10500.0,4168.26,0.0,21,3460.67,11,0,1,0,2,2
35545,4800,4800,2941.01,36,0.1347,162.83,3,14,18104,11,1,100000.0,3,36,0,3,3989,618,36,21.8,0,284,0,0,0,11,0,52757,0.964,24,0,0,5861.800853,3406.29,4799.99,1061.81,0.0,47,167.87,8,0,1,0,2,2
24712,9500,9500,9125.0,36,0.0751,295.56,1,4,25698,7,4,34800.0,2,17,0,3,5655,322,2,24.62,0,279,1,0,0,4,0,9036,0.287,17,0,0,10303.35015,9896.64,9500.0,803.35,0.0,40,5583.52,37,0,1,0,2,2
29246,6000,6000,6000.0,36,0.1025,194.31,2,7,18837,3,5,90000.0,1,21,0,10,13824,782,5,7.12,0,74,1,0,0,3,0,4615,0.577,24,0,0,6754.332977,6754.33,6000.0,754.33,0.0,66,3271.66,65,0,1,0,2,2
3072,24000,24000,23472.12181,60,0.1427,561.81,3,12,26268,11,1,76320.0,3,2,0,3,5055,199,45,22.28,0,142,0,0,0,4,0,16440,0.783,11,0,0,28791.59,28155.08,18210.8,9267.67,0.0,56,561.81,1,0,1,0,1,1
4366,2400,2400,2400.0,36,0.0603,73.05,1,1,24052,10,5,50000.0,1,3,0,8,5542,715,4,14.59,0,179,0,0,0,6,0,2184,0.144,14,0,0,2616.625042,2616.63,2400.0,216.63,0.0,41,646.2,16,0,1,0,2,2
19609,5000,5000,5000.0,36,0.0729,155.05,1,4,27923,10,5,16800.0,2,12,0,3,1140,297,10,9.5,0,113,0,0,0,5,0,3041,0.358,11,0,0,5500.916268,5500.92,5000.0,500.92,0.0,37,300.88,29,0,1,0,2,2
29612,6000,6000,5875.0,36,0.1099,196.42,2,9,3348,3,1,106000.0,1,22,0,2,16596,210,45,19.53,0,78,0,0,0,24,0,18316,0.246,64,0,0,6956.568361,6811.64,6000.0,956.57,0.0,52,2256.16,33,0,1,0,2,2
17646,13400,13400,13400.0,60,0.1268,302.71,3,11,5073,3,5,46500.0,1,10,0,3,14813,648,43,19.9,0,124,0,0,0,3,0,0,0.4969,14,0,0,17284.36443,17284.36,13400.0,3884.36,0.0,41,6729.64,11,0,1,0,2,2
12977,7000,7000,6975.0,36,0.0699,216.11,1,3,8342,11,1,49000.0,1,7,0,3,6666,123,34,6.24,0,1,1,0,0,12,0,13880,0.496,35,0,0,7594.78724,7567.66,7000.0,594.79,0.0,37,3713.39,29,0,1,0,2,2
34598,5400,5400,4296.244013,36,0.1284,181.54,3,12,26441,5,5,35000.0,1,32,0,3,4187,606,3,23.07,0,244,2,0,0,8,0,7828,0.239,16,0,0,6535.459155,5085.79,5400.0,1135.46,0.0,52,184.52,16,0,1,0,2,2
18089,13000,13000,12950.0,60,0.1111,283.37,2,10,22535,8,1,30000.0,3,11,0,3,18015,474,24,7.91,0,56,0,0,0,3,0,17,0.002,6,0,0,14736.56181,14679.88,13000.0,1736.56,0.0,8,10505.31,51,0,1,0,2,2
31126,4800,4800,4800.0,36,0.0705,148.32,1,1,12881,11,4,43800.0,1,24,0,1,2382,756,5,7.37,0,84,4,0,0,2,0,0,0.0,7,0,0,3210.28,3210.28,2672.44,437.66,0.0,67,148.32,10,0,1,0,1,1
1824,3000,3000,3000.0,36,0.1269,100.64,2,10,6743,2,4,20000.0,3,1,0,10,2419,768,5,22.5,0,43,2,80,0,9,0,9200,0.724,24,0,0,3623.92811,3623.93,3000.0,623.93,0.0,17,115.4,3,0,1,0,2,2
1884,24000,24000,23975.0,60,0.1065,517.64,2,7,5685,7,1,200000.0,3,1,0,10,13760,47,7,4.13,0,18,0,0,0,11,0,11945,0.187,27,0,0,29571.22313,29540.42,24000.0,5571.22,0.0,23,12529.86,11,0,1,0,2,2
9519,15000,15000,15000.0,60,0.1149,329.82,2,9,19870,10,1,52000.0,2,5,0,2,4473,271,11,10.82,0,55,0,0,0,7,0,7887,0.478,22,0,0,18915.19359,18915.19,15000.0,3915.19,0.0,22,7396.52,11,0,1,0,2,2
24232,6000,6000,6000.0,60,0.1186,133.05,2,10,14202,5,1,38973.0,1,16,0,3,4864,605,3,8.56,0,64,3,77,0,16,0,9655,0.466,21,0,0,7982.397489,7982.4,6000.0,1982.4,0.0,43,151.83,43,0,1,0,2,2
20495,10200,10200,10125.0,60,0.1036,218.54,2,10,5259,5,1,32500.0,2,13,0,1,15588,407,35,5.8,0,108,0,0,0,2,0,68973,0.3688,9,0,0,13111.70014,13015.29,10200.0,2911.7,0.0,27,217.84,20,0,1,0,2,2
11276,10000,10000,10000.0,36,0.1689,355.99,4,19,6225,11,5,40000.0,2,6,0,5,14984,89,34,8.67,1,40,3,9,113,9,1,5960,0.568,24,0,0,12815.17832,12815.18,10000.0,2815.18,0.0,25,384.65,11,0,1,1,2,2
2098,15000,15000,15000.0,36,0.1349,508.96,3,11,10579,2,5,45000.0,2,2,0,3,5055,760,5,16.4,0,138,0,0,0,7,0,8808,0.753,9,0,0,17107.50662,17107.51,15000.0,2107.51,0.0,34,9993.69,35,0,1,0,2,2
14665,5000,5000,5000.0,36,0.1349,169.66,3,12,5416,7,1,114996.0,3,8,0,3,4864,752,5,16.11,1,171,1,22,0,5,0,0,0.4361,27,0,0,6107.418587,6107.42,5000.0,1107.42,0.0,35,185.24,10,0,1,0,2,2
17257,5000,5000,5000.0,36,0.1751,179.54,5,24,25263,1,4,110000.0,2,10,0,3,11023,626,43,6.41,1,3,0,21,0,4,0,16365,0.992,23,0,0,6425.686178,6425.69,5000.0,1425.69,0.0,9,1056.54,50,0,1,0,2,2
3548,7000,7000,7000.0,36,0.0603,213.05,1,1,17932,5,5,35000.0,2,2,0,3,7276,772,5,21.05,0,131,0,0,0,7,0,728,0.081,12,0,0,7397.382438,7397.38,7000.0,397.38,0.0,32,3720.68,10,0,1,0,2,2
4566,35000,35000,34925.0,60,0.1349,805.17,3,11,28279,4,1,84400.0,3,2,0,3,4864,748,5,5.89,0,171,2,0,0,10,0,17644,0.378,22,0,0,41024.90958,40937.0,35000.0,6024.91,0.0,1,28162.15,36,0,1,0,2,2
23387,2000,2000,2000.0,36,0.1038,64.9,2,6,26917,10,5,34860.0,2,15,0,10,471,764,5,3.75,0,92,0,0,0,3,0,3859,0.123,4,0,0,2324.880061,2324.88,2000.0,324.88,0.0,1,445.11,61,0,1,0,2,2
26971,10000,10000,10000.0,60,0.1867,257.6,6,27,27105,11,5,105785.0,2,19,0,9,11521,280,11,21.09,1,14,2,20,0,10,0,30626,0.941,26,0,0,14784.54673,14784.55,10000.0,4784.55,0.0,26,5775.58,62,0,1,0,2,2
20813,10000,10000,10000.0,36,0.0542,301.6,1,1,2656,2,1,120000.0,3,13,0,5,12466,804,12,7.83,0,148,0,0,0,12,0,372,0.053,30,0,0,10858.61103,10858.61,10000.0,858.61,0.0,20,329.1,54,0,1,0,2,2
21562,7500,7500,7500.0,36,0.0579,227.46,1,2,10910,5,1,83000.0,2,14,0,5,8979,13,20,7.37,0,81,0,0,0,16,0,15209,0.119,39,0,0,7536.73,7536.73,7500.0,36.73,0.0,76,7536.81,78,0,1,0,2,2
5940,5000,5000,4950.0,60,0.1942,130.87,5,23,15789,10,5,39996.0,2,3,0,3,4864,534,25,7.8,0,120,1,0,0,6,0,9702,0.558,7,0,0,7852.642523,7774.12,5000.0,2852.64,0.0,55,129.97,3,0,1,0,2,2
10740,4000,4000,4000.0,36,0.1149,131.89,2,9,13804,6,1,36000.0,1,6,0,5,15689,162,38,24.33,1,219,3,18,0,8,0,10385,0.653,18,0,0,4747.826411,4747.83,4000.0,747.83,0.0,22,143.14,4,0,1,0,2,2
14593,16000,16000,16000.0,36,0.1349,542.89,3,12,11011,2,1,55000.0,3,8,0,12,15866,89,34,6.61,0,286,1,0,98,7,1,8808,0.424,30,0,0,10314.91,10314.91,7621.83,2692.45,0.0,37,26.98,11,0,1,1,1,1
8953,3800,3800,3800.0,36,0.0699,117.32,1,3,3958,4,5,43000.0,1,5,0,2,4191,89,34,3.18,0,5,0,0,0,9,0,3766,0.306,10,0,0,4223.344122,4223.34,3800.0,423.34,0.0,22,122.71,49,0,1,0,2,2
20855,15000,13575,13075.0,36,0.0654,416.31,1,4,9088,5,1,55000.0,1,13,0,3,1926,517,15,5.52,0,223,2,0,0,7,0,4476,0.233,24,0,0,14987.35132,14435.33,13575.0,1412.35,0.0,20,439.34,54,0,1,0,2,2
8255,20000,20000,20000.0,60,0.1479,473.6,3,14,25965,7,1,70000.0,3,5,0,3,4864,22,30,23.78,0,44,2,0,0,9,0,15668,0.855,25,0,0,28418.79633,28418.8,20000.0,8418.8,0.0,55,2.79,11,0,1,0,2,2
2602,3600,3600,3600.0,36,0.1349,122.15,3,11,23172,3,5,36000.0,1,2,0,2,2590,89,34,22.97,0,35,3,0,0,6,0,6016,0.584,9,0,0,4397.383368,4397.38,3600.0,797.38,0.0,17,134.77,25,0,1,0,2,2
17688,7500,7500,7500.0,60,0.164,183.99,5,21,4103,3,5,35000.0,2,10,0,3,7416,15,20,14.23,0,42,0,0,0,5,0,5970,0.878,10,0,0,4983.98,4983.98,2479.28,2199.17,0.0,1,400.0,1,0,1,0,1,1
26834,5000,5000,5000.0,60,0.1632,122.45,4,20,3906,11,1,54000.0,2,19,0,7,2294,407,35,20.36,0,202,0,32,0,12,0,28372,0.867,34,0,0,7346.28,7346.28,5000.0,2346.28,0.0,62,127.91,13,0,1,0,2,2
22846,5000,5000,4900.0,60,0.0888,103.51,2,6,19155,11,1,87054.72,2,15,0,1,10075,790,5,23.27,0,456,0,0,0,6,0,27353,0.855,18,0,0,6209.909744,6085.71,5000.0,1209.91,0.0,44,102.81,11,0,1,0,2,2
16320,25000,25000,24800.0,60,0.1491,593.57,4,17,9305,11,1,65000.0,3,9,0,12,15866,385,35,1.95,0,241,2,0,0,24,0,5209,0.116,42,0,0,28751.01914,28521.01,25000.0,3751.02,0.0,52,21642.77,20,0,1,0,2,2
12097,15000,15000,14975.0,36,0.0699,463.09,1,3,22921,5,5,100000.0,3,7,0,3,13087,791,5,18.88,0,56,1,0,0,10,0,4011,0.193,29,0,0,16644.49316,16616.75,15000.0,1644.49,0.0,41,2301.07,11,0,1,0,2,2
30315,25000,25000,21898.81,36,0.1136,822.78,2,10,8254,5,5,135000.0,1,23,0,3,5055,87,34,20.51,0,331,0,0,0,7,0,43567,0.768,22,0,0,29620.91038,25940.52,24999.99,4620.92,0.0,34,846.04,14,0,1,0,2,2
13525,9000,9000,9000.0,36,0.0849,284.07,1,5,18669,3,5,45000.0,2,7,0,3,4051,295,10,25.04,0,54,0,0,0,18,0,6122,0.38,18,0,0,10226.3622,10226.36,9000.0,1226.36,0.0,39,332.58,11,0,1,0,2,2
974,19000,19000,19000.0,60,0.1677,469.86,4,17,25081,3,4,38000.0,2,1,0,3,5055,653,43,18.09,0,140,1,60,0,15,0,8145,0.696,29,0,0,18534.22,18534.22,8164.21,6851.03,0.0,22,469.86,11,0,1,0,1,1
